query	subject	e_value	bitscore	pident	length
Q5HXE4	sp|Q02388|CO7A1_HUMAN	9.0	19.6	36.842	19
Q5HXE4	sp|Q2UY09|COSA1_HUMAN	9.7	19.2	41.935	31
Q9SMB8	sp|Q2UY09|COSA1_HUMAN	3.4	19.2	24.59	61
Q9SMB8	sp|Q2UY09|COSA1_HUMAN	8.1	18.1	25.926	54
Q9SMB8	sp|P12111|CO6A3_HUMAN	6.8	18.5	42.857	21
B2IS39	sp|Q06481|APLP2_HUMAN	0.3	21.2	30.0	40
B2IS39	sp|P02760|AMBP_HUMAN	1.8	18.5	55.556	9
B2IS39	sp|P05067|A4_HUMAN	2.6	18.1	27.273	44
B2IS39	sp|P48307|TFPI2_HUMAN	5.6	17.3	60.0	10
B2IS39	sp|Q02388|CO7A1_HUMAN	6.2	17.3	83.333	6
P46772	sp|O95428|PPN_HUMAN	0.5	21.9	54.545	11
P46772	sp|Q2UY09|COSA1_HUMAN	2.1	20.0	50.0	16
P46772	sp|Q8TEU8|WFKN2_HUMAN	8.5	18.1	32.558	43
B4TVY2	sp|P12111|CO6A3_HUMAN	0.051	25.4	31.579	57
B4TVY2	sp|P12111|CO6A3_HUMAN	5.4	18.9	33.333	30
B4TVY2	sp|O95428|PPN_HUMAN	5.7	18.9	54.545	11
Q3SLJ8	sp|Q8TEU8|WFKN2_HUMAN	0.99	21.9	28.333	60
Q3SLJ8	sp|O95428|PPN_HUMAN	1.0	21.9	39.13	23
Q3SLJ8	sp|O95428|PPN_HUMAN	4.1	20.0	32.353	34
Q3SLJ8	sp|Q96NZ8|WFKN1_HUMAN	2.7	20.8	32.143	56
B7NEK6	sp|O95428|PPN_HUMAN	0.88	21.9	70.0	10
B7NEK6	sp|Q8IUA0|WFDC8_HUMAN	2.2	20.4	30.357	56
B7NEK6	sp|P02760|AMBP_HUMAN	3.3	20.0	46.667	15
F7ZDR3	sp|O95428|PPN_HUMAN	0.68	22.3	34.0	50
F7ZDR3	sp|O95428|PPN_HUMAN	9.2	18.9	30.556	36
F7ZDR3	sp|P12111|CO6A3_HUMAN	0.87	21.9	50.0	12
F7ZDR3	sp|P12111|CO6A3_HUMAN	1.2	21.6	29.31	58
F7ZDR3	sp|P12111|CO6A3_HUMAN	5.3	19.6	28.571	28
F7ZDR3	sp|P12111|CO6A3_HUMAN	6.6	19.2	31.429	35
F7ZDR3	sp|P12111|CO6A3_HUMAN	7.4	19.2	36.364	22
F7ZDR3	sp|P12111|CO6A3_HUMAN	7.8	18.9	52.941	17
F7ZDR3	sp|P12111|CO6A3_HUMAN	8.7	18.9	24.242	66
F7ZDR3	sp|P12111|CO6A3_HUMAN	10.0	18.5	35.484	31
F7ZDR3	sp|Q02388|CO7A1_HUMAN	6.5	19.2	37.5	24
F7ZDR3	sp|Q9BQY6|WFDC6_HUMAN	9.0	18.5	25.0	36
P69342	sp|Q06481|APLP2_HUMAN	0.76	21.2	40.0	25
P69342	sp|Q6UDR6|SPIT4_HUMAN	4.4	18.5	42.857	21
P69342	sp|P12111|CO6A3_HUMAN	5.1	18.9	26.316	38
P69342	sp|P12111|CO6A3_HUMAN	6.6	18.5	31.034	29
P69342	sp|P12111|CO6A3_HUMAN	9.8	17.7	25.0	36
P69342	sp|O95428|PPN_HUMAN	9.0	18.1	33.333	24
P63258	sp|P12111|CO6A3_HUMAN	0.041	26.6	29.87	77
P63258	sp|P12111|CO6A3_HUMAN	8.3	18.9	40.0	15
P63258	sp|P12111|CO6A3_HUMAN	8.5	18.9	22.34	94
P63258	sp|O95428|PPN_HUMAN	1.9	21.2	38.462	26
P63258	sp|Q02388|CO7A1_HUMAN	2.0	21.2	33.333	45
P63258	sp|Q02388|CO7A1_HUMAN	9.1	18.9	30.0	40
P63258	sp|O43291|SPIT2_HUMAN	4.5	19.6	34.043	47
P63258	sp|P05067|A4_HUMAN	7.1	19.2	38.095	21
P63258	sp|P05067|A4_HUMAN	10.0	18.9	54.545	11
O24151	sp|P12111|CO6A3_HUMAN	0.87	21.6	31.579	19
O24151	sp|P12111|CO6A3_HUMAN	5.4	18.9	53.846	13
O24151	sp|P12111|CO6A3_HUMAN	6.7	18.5	47.059	17
O24151	sp|P12111|CO6A3_HUMAN	8.6	18.1	40.0	20
O24151	sp|Q2UY09|COSA1_HUMAN	6.2	18.9	66.667	9
A7GSJ7	sp|Q9BQY6|WFDC6_HUMAN	7.4	16.2	66.667	9
P67270	sp|Q2UY09|COSA1_HUMAN	1.1	21.2	38.462	26
P67270	sp|P10646|TFPI1_HUMAN	1.3	20.8	23.288	73
P67270	sp|P12111|CO6A3_HUMAN	2.4	20.0	29.412	17
P67270	sp|P12111|CO6A3_HUMAN	7.8	18.5	50.0	14
P67270	sp|Q06481|APLP2_HUMAN	9.6	18.1	63.636	11
Q5FLX2	sp|Q06481|APLP2_HUMAN	5.2	19.6	29.412	34
Q5FLX2	sp|P12111|CO6A3_HUMAN	7.2	19.2	39.13	23
Q5FLX2	sp|P12111|CO6A3_HUMAN	8.4	18.9	34.783	23
Q5FLX2	sp|Q2UY09|COSA1_HUMAN	8.5	18.9	25.424	59
